insert into mountains (webid, latitude, longitude, height, name, linktype) values ('2838339879',-54.973129,-70.271559,150,'Volcán Fueguino o Cook',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319206060',7.019805,38.065397,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319206081',7.016738,38.085996,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319206041',7.040761,38.086683,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319207871',7.045383,38.067470,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319205981',7.063424,38.095949,1700,'Bilate River Field',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319206013',7.094764,38.090974,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318175850',7.105335,38.358355,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319216236',7.027968,38.546846,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319215615',7.144658,38.452603,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319215622',7.192177,38.369176,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319215616',7.187068,38.382394,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319215570',7.187068,38.427712,2320,'Corbetti Caldera',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319215621',7.213295,38.464963,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('321846778',7.560036,38.500431,0,'Fike',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318173077',7.638192,38.270121,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318173116',7.641424,38.260165,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318173052',7.649591,38.267203,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172967',7.656566,38.271323,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172888',7.663882,38.279391,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318173028',7.664052,38.273555,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172865',7.675450,38.269778,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172845',7.706412,38.270465,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172637',7.729716,38.271666,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172595',7.682255,38.277503,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172585',7.705901,38.286773,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172808',7.720361,38.277846,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172599',7.716958,38.311492,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172691',7.728696,38.276130,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172730',7.729376,38.283854,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172757',7.753360,38.286086,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172784',7.759313,38.277331,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172557',7.758633,38.287287,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172501',7.768668,38.287116,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172558',7.806255,38.265830,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172516',7.777682,38.284026,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172535',7.785166,38.290206,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172497',7.807105,38.281279,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172492',7.808126,38.301707,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172489',7.829214,38.291579,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172450',7.848600,38.281623,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171641',7.895363,38.342047,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171649',7.921887,38.340331,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171615',7.942119,38.296729,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318125017',7.762927,38.765113,0,'Alutu',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319178935',7.793406,38.740617,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319178966',7.805821,38.765336,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319178925',7.822148,38.758470,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319178928',7.821807,38.784734,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319178932',7.852758,38.748514,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319178927',7.872824,38.756582,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319178929',7.797998,38.802930,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179295',7.812284,38.884469,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319178993',7.823168,38.880349,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179152',7.850083,38.875732,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179018',7.830311,38.894769,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179222',7.840004,38.894254,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179039',7.852418,38.878805,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179140',7.852588,38.893911,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179040',7.867382,38.883096,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179134',7.862451,38.887216,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179089',7.872654,38.915712,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179115',7.888977,38.894597,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179107',7.897819,38.899747,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179105',7.902240,38.901635,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179202',7.935395,38.886873,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179189',7.971097,38.890306,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179199',7.979937,38.891164,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179118',7.899009,38.905240,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179047',7.897649,38.916913,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319224668',7.911831,38.911533,1889,'East Zway',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179094',7.919243,38.907472,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179098',7.924513,38.905240,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179093',7.928594,38.910733,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179212',7.927404,38.925153,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179201',7.949676,38.905584,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319179167',7.957667,38.906442,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171655',8.018959,38.349257,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171652',8.029328,38.343764,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171712',8.043351,38.351530,2281,'Butajiri-Silti Field',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171732',8.084907,38.387023,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171739',8.086436,38.399726,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171740',8.092385,38.390113,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171797',8.101052,38.384791,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318171754',8.097143,38.391658,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172191',8.135550,38.398353,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172242',8.140988,38.399382,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172281',8.155262,38.400241,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172141',8.147445,38.407794,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172135',8.144354,38.408347,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172122',8.154752,38.407451,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172107',8.149994,38.422213,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318172057',8.156451,38.432341,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209168',8.190106,38.993350,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209603',8.013360,39.064590,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209618',8.064353,39.071285,2285,'Bora-Bericcio',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209569',8.074040,39.090339,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209565',8.105312,39.042445,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209208',8.136921,39.054118,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209210',8.163599,39.068023,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209169',8.175664,39.060298,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319340111',8.163490,39.116683,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209209',8.160031,39.137031,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319339569',8.163659,39.128012,2349,'Tullu Moje',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209772',8.201490,39.031802,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209116',8.203699,39.080383,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209269',8.199111,39.086219,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209387',8.224597,39.066993,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208996',8.274713,39.034206,2285,'Bora-Bericcio',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319303728',8.318853,39.107473,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319304515',8.343312,39.118116,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319209966',8.355396,39.180970,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319304320',8.325648,39.222315,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319303760',8.348917,39.224031,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319347579',8.541927,38.856165,2989,'Mount Zuqualla',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208485',8.601043,38.909361,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208425',8.613596,38.925833,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208467',8.590690,38.944380,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208382',8.643134,38.909190,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208445',8.623787,39.000513,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208294',8.678603,38.944552,0,'Gauaba',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208288',8.697438,38.944552,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208291',8.708977,38.928759,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208289',8.695433,38.976506,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208290',8.710334,38.968584,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208292',8.721703,38.920519,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208245',8.719836,38.974249,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208201',8.741724,38.983176,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208153',8.761914,38.992445,0,'Bishoftu Volcanic Field',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208119',8.811112,38.920691,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208506',8.786514,38.994334,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319324564',8.436877,39.343876,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319324514',8.455385,39.340443,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319324447',8.435349,39.358296,1765,'Sodore',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('318115526',8.458204,39.360090,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319324802',8.484249,39.353146,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208671',8.652299,39.079649,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208280',8.718140,39.065058,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208875',8.709316,39.207022,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208268',8.732223,39.007723,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208126',8.796183,39.007552,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208199',8.802630,39.084113,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208509',8.801442,39.105399,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203547',8.562072,39.486929,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319211553',8.574760,39.455361,2447,'Boset-Bericha',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319211632',8.576627,39.496732,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203538',8.613188,39.511382,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203525',8.636414,39.445044,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203556',8.665434,39.543749,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203701',8.620291,39.586149,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203710',8.626231,39.600225,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203583',8.665264,39.592157,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203717',8.651179,39.614473,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203684',8.663058,39.617392,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203696',8.654064,39.627520,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203549',8.674767,39.538599,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203558',8.690210,39.549929,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203561',8.691058,39.547869,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203557',8.687834,39.557310,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203719',8.673580,39.620138,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203687',8.676464,39.626318,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203689',8.679689,39.626318,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203741',8.680537,39.614130,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203562',8.710911,39.591471,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203586',8.697167,39.630953,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203587',8.727540,39.635416,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203712',8.635905,39.654814,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319203673',8.729576,39.645544,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319225580',8.787721,39.701476,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319199909',8.782824,39.959419,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319199944',8.809289,39.958732,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208503',8.879808,38.900435,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319208926',8.891171,38.964293,0,'Yarar',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319226030',8.843365,39.698213,1619,'Kone ?',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319225527',8.841665,39.712806,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319226056',8.875418,39.738212,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319225335',8.863376,39.748511,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319225322',8.852351,39.761558,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319225329',8.868973,39.795718,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319225330',8.878640,39.764476,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319225317',8.892717,39.776835,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319225347',8.899501,39.809795,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319202314',8.946524,39.750944,1100,'Beru',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316864567',8.955171,39.813353,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319199975',8.834733,39.977615,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316864424',8.933805,39.889399,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316864545',8.970946,39.936090,0,'Sabober ?',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316864276',8.987565,39.901925,2007,'Mount Fentale',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319223992',9.361909,40.119416,1151,'Dofen',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319315991',9.512180,40.248028,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319315987',9.524708,40.249058,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319315934',9.539267,40.219704,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319315985',9.541130,40.248715,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319316016',9.565506,40.200478,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319316098',9.577863,40.204598,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319315723',9.562967,40.260388,878,'Liado Hayk',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319316687',9.583611,40.249375,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319316633',9.593766,40.253667,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('321740780',10.913779,36.966847,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('321739071',11.612979,37.261890,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('321739325',11.697712,37.335876,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319233160',11.698807,40.178978,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319233087',11.719313,40.214512,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319305919',11.717170,40.233593,930,'Groppo',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816078',12.133191,39.845258,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319233043',11.765028,40.219147,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319232912',11.777128,40.234596,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319232859',11.789395,40.230477,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319232974',11.810735,40.213654,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319232749',11.813424,40.240776,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815992',12.209877,39.862939,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815952',12.226150,39.890920,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816082',12.256011,39.915639,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816057',12.236384,39.931947,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816131',12.247121,39.931260,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816107',12.249637,39.944649,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816103',12.262218,39.934178,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815966',12.268592,39.946023,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816093',12.279998,39.936410,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815960',12.233532,39.974004,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816081',12.259199,39.962674,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815818',12.272450,39.972115,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815805',12.282850,39.984647,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816083',12.288385,39.922849,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816094',12.286876,39.932290,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816084',12.309686,39.945336,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816102',12.288385,39.955807,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815858',12.309015,39.978123,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815836',12.330649,39.959927,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815785',12.293752,40.006619,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816152',12.348928,40.010224,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816149',12.352282,40.019494,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816222',12.342053,40.047475,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815339',12.363517,40.032368,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815321',12.386320,40.043355,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815620',12.335182,40.066356,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815658',12.307338,40.112706,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815686',12.333338,40.117511,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319217342',12.362675,40.055696,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815597',12.357653,40.086956,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319217188',12.386820,40.058099,1302,'Dabbayra',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815552',12.366870,40.091077,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815172',12.349599,40.217076,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815186',12.368044,40.247975,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815299',12.391518,40.047990,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316816150',12.394703,40.055714,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815226',12.400241,40.087471,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815537',12.404428,40.102063,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815261',12.424713,40.093480,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815282',12.421863,40.101720,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815249',12.431251,40.104123,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815767',12.405098,40.109273,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815202',12.406607,40.116482,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815216',12.409289,40.112363,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815201',12.441476,40.155278,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319217411',12.448011,40.107023,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319217418',12.486897,40.122301,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815727',12.408619,40.185490,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815189',12.431921,40.186177,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815699',12.416834,40.207635,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('316815187',12.422366,40.240765,0,'volcano',3);
insert into mountains (webid, latitude, longitude, height, name, linktype) values ('319217416',12.520582,40.112001,0,'volcano',3);
